entity_type,id,stable_key,section_id,ordinal,source_value,target_value,format,status
index_entry,urn:uuid:794380f1-9ed0-5ddf-9c28-7849175ef8ff,index-entry/unit-009/basepoint,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,19,jidian@基点 (basepoint),titik dasar@titik dasar (basepoint),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:378e6ecc-4096-556a-84f7-bfab9d72c201,index-entry/unit-009/category,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,1,fanchou@范畴 (category),kategori@kategori (category),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:407a7c8d-333c-521d-8b63-27d397e59ad9,index-entry/unit-009/category-object,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,4,duixiang@对象 (object),objek@objek (object),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:08623d73-1a25-50fd-9e6d-43ac4d7ff2bc,index-entry/unit-009/commutative-diagram,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,10,jiaohuantubiao@交换图表 (commutative diagram),diagram komutatif@diagram komutatif (commutative diagram),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:b8450c19-81a6-55ed-a178-be705754283a,index-entry/unit-009/empty-category,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,9,fanchou!空范畴,kategori!kategori kosong,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a8979d22-ba8a-592b-ad0e-c72d65413e37,index-entry/unit-009/endomorphism-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,12,End@$\End$,End@$\End$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:0a1552cb-979e-541c-9405-bacb5acb1c01,index-entry/unit-009/epimorphism,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,26,taishe!满态射 (epimorphism),morfisme!epimorfisme (epimorphism),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a0eea20f-d750-52c4-a423-d1666b1d46a7,index-entry/unit-009/finite-ordinal-category-symbols,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,17,"01n@$\mathbf{0}, \mathbf{1}, \ldots \mathbf{n}$","01n@$\mathbf{0}, \mathbf{1}, \ldots \mathbf{n}$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:030bd8b9-2634-5818-962e-d11ae77e6b07,index-entry/unit-009/full-subcategory,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,15,zifanchou!全子范畴 (full subcategory),subkategori!subkategori penuh (full subcategory),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e2121dd6-318a-594a-99ff-1d1ae74170f5,index-entry/unit-009/fundamental-groupoid,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,29,jibenguangqun@基本广群 (fundamental groupoid),grupoid fundamental@grupoid fundamental (fundamental groupoid),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:6e5d6f21-0282-5beb-ade3-6ea2ec4da2ba,index-entry/unit-009/group-category-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,20,Grp@$\cate{Grp}$,Grp@$\cate{Grp}$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:c551ea16-ac35-5dbd-b813-10a281d5ca50,index-entry/unit-009/groupoid,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,28,guangqun@广群 (groupoid),grupoid@grupoid (groupoid),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:cb637185-4253-5988-8f03-d23f1db3b79d,index-entry/unit-009/hom-set-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,6,"HomC@$\Hom_{\mathcal{C}}(X,Y)$","HomC@$\Hom_{\mathcal{C}}(X,Y)$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:9f9d9be5-f09c-53bc-9ab3-d34a74bca474,index-entry/unit-009/identity-morphism,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,7,taishe!恒等态射,morfisme!morfisme identitas,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:f52e01b2-f029-5851-904d-45bfd3bff116,index-entry/unit-009/identity-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,8,id_X@$\identity_X$,id_X@$\identity_X$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:f8eb6062-2763-532a-9f85-d744eb09aebb,index-entry/unit-009/inverse-morphism,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,27,taishe!逆 (inverse),morfisme!invers (inverse),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e312277c-789d-52e5-a3a6-29c48665254d,index-entry/unit-009/isomorphism,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,11,tonggou@同构 (isomorphism),isomorfisme@isomorfisme (isomorphism),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e811f85c-c534-5dbb-8fe6-58d2e35b9f87,index-entry/unit-009/monomorphism,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,25,taishe!单态射 (monomorphism),morfisme!monomorfisme (monomorphism),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:7b85f428-4add-5686-90d4-cdae3379f751,index-entry/unit-009/mor-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,2,Mor@$\Mor$,Mor@$\Mor$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e070085e-2f46-5ad5-b1de-a55eae885ef3,index-entry/unit-009/morphism,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,5,taishe@态射 (morphism),morfisme@morfisme (morphism),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:104d5ac3-32bd-5d83-a068-13a529e1b67a,index-entry/unit-009/nbg-set-theory,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,24,jihelun!NBG,teori himpunan!NBG,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:4a62e66f-6c0d-574f-9b7b-1f28efe0037a,index-entry/unit-009/object-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,3,Ob@$\Obj$,Ob@$\Obj$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:99d67b9f-f4fc-50cc-875a-fee1ac538acd,index-entry/unit-009/opposite-category,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,30,fanchou!反范畴 (opposite category),kategori!kategori lawan (opposite category),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:6d9b1416-c675-5bad-9f9d-0a78fc16c86e,index-entry/unit-009/opposite-category-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,31,Cop@$\mathcal{C}^\text{op}$,Cop@$\mathcal{C}^\text{op}$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:156e863c-e182-5aeb-9382-58d2e7e27e2b,index-entry/unit-009/set-category-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,18,Set@$\cate{Set}$,Set@$\cate{Set}$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:2f6a4c99-7745-5759-b889-16ba32ffc266,index-entry/unit-009/subcategory,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,14,zifanchou@子范畴 (subcategory),subkategori@subkategori (subcategory),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:ccbd7a58-ec18-53b1-891d-1a2ae5531ce4,index-entry/unit-009/topological-space-category-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,22,Top@$\cate{Top}$,Top@$\cate{Top}$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:38b94294-263c-5149-a82c-783ea8ac1ab8,index-entry/unit-009/u-category,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,16,"U-fanchou@$\mathcal{U}$-范畴, $\mathcal{U}$-小范畴","kategori-U@kategori-$\mathcal{U}$, kategori kecil-$\mathcal{U}$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:9cae463e-c0c9-54ef-ab95-68d1a770bad5,index-entry/unit-009/vector-space-category-symbol,urn:uuid:675684a4-ef29-53d6-b3c8-2fa3d7970b29,23,Vect@$\cate{Vect}$,Vect@$\cate{Vect}$,latex-index-key,source_key_preserved_target_key_localized
