entity_type,id,stable_key,section_id,ordinal,source_value,target_value,format,status
diagram,urn:uuid:db91993a-8386-5e62-b9d5-5e2d8fe3fd70,diagram/unit-045/tikzcd-16,urn:uuid:f089c23f-c614-586d-b351-988ed8ab6f39,19,678-681,678-681,tikzcd,audited_preserved
diagram,urn:uuid:cbeaa8f5-d277-510b-a118-0fe9a2804585,diagram/unit-045/tikzcd-17,urn:uuid:f089c23f-c614-586d-b351-988ed8ab6f39,20,683-686,683-686,tikzcd,audited_preserved
diagram,urn:uuid:ba5e8df8-0e25-53df-9be5-a5a8014245e4,diagram/unit-045/tikzcd-18,urn:uuid:f0019833-b716-5baa-aa29-ff1de49170f1,21,805-808,805-808,tikzcd,audited_preserved
diagram,urn:uuid:bcd7f605-246e-55d5-90a5-b6055028a5d0,diagram/unit-045/tikzcd-19,urn:uuid:f0019833-b716-5baa-aa29-ff1de49170f1,22,808-811,808-811,tikzcd,audited_preserved
diagram,urn:uuid:54d41950-9304-54c9-b852-a13b1011adf6,diagram/unit-045/tikzcd-20,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,23,1019-1019,1019-1019,tikzcd,audited_preserved
diagram,urn:uuid:b4b69beb-c7f7-5630-ba68-6c7fedb6aaad,diagram/unit-045/tikzcd-21,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,24,1026-1029,1026-1029,tikzcd,audited_preserved
diagram,urn:uuid:c223e01a-63f3-5790-97bb-6c139d63ea0c,diagram/unit-045/tikzcd-22,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,25,1034-1039,1034-1039,tikzcd,audited_preserved
diagram,urn:uuid:aeb09f38-8e79-54d1-9a70-8ba1e3fb4284,diagram/unit-045/tikzpicture-01,urn:uuid:27ff280b-dc46-5896-a266-411ebdf92d06,13,569-582,569-582,tikzpicture,audited_preserved
diagram,urn:uuid:116595fe-63d3-5050-949f-eeb0c05bf094,diagram/unit-045/tikzpicture-02,urn:uuid:27ff280b-dc46-5896-a266-411ebdf92d06,14,583-593,583-593,tikzpicture,audited_preserved
diagram,urn:uuid:49596351-1044-5f7f-ac8f-5eea1a5cdced,diagram/unit-045/tikzpicture-03,urn:uuid:27ff280b-dc46-5896-a266-411ebdf92d06,15,594-607,594-607,tikzpicture,audited_preserved
index_entry,urn:uuid:37ed54cc-52c0-57c4-8635-a89f3f8a6c72,index-entry/unit-045/main/001,urn:uuid:c093d346-aa88-5540-a83a-069566b1cb2d,1,daishu@代数 (algebra),daishu@aljabar (algebra),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:bad567e5-578b-5e8e-9789-a59b9ed766fb,index-entry/unit-045/main/002,urn:uuid:c093d346-aa88-5540-a83a-069566b1cb2d,2,tongtai,tongtai,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:287ab2fd-368e-546c-ba6d-1b2a26775375,index-entry/unit-045/main/003,urn:uuid:c093d346-aa88-5540-a83a-069566b1cb2d,3,tonggou,tonggou,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:40ec409e-a6ca-50db-bb15-05f070c6c419,index-entry/unit-045/main/004,urn:uuid:c093d346-aa88-5540-a83a-069566b1cb2d,4,shang,shang,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:d4aa7eb4-f421-51e7-aedd-7328f9770d26,index-entry/unit-045/main/005,urn:uuid:c093d346-aa88-5540-a83a-069566b1cb2d,5,daishu!可除代数 (division algebra),daishu!aljabar pembagian (division algebra),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:768e011b-9e7e-5dec-a2e9-8489b2db67b0,index-entry/unit-045/main/006,urn:uuid:c093d346-aa88-5540-a83a-069566b1cb2d,6,Calkin 代数,aljabar Calkin,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:0f240e64-ad95-5a1e-a02f-0b71cb02a1bd,index-entry/unit-045/main/007,urn:uuid:c093d346-aa88-5540-a83a-069566b1cb2d,7,daishu!矩阵,daishu!matriks,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e42afbc9-3b92-5863-9507-cc3679cef2bc,index-entry/unit-045/main/009,urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,9,zhengyuan@整元 (integral element),zhengyuan@unsur integral (integral element),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:383e4d6e-91f5-5779-83f5-b3f905655d47,index-entry/unit-045/main/010,urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,10,daishuyuan@代数元 (algebraic element),daishuyuan@unsur aljabar (algebraic element),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:1c0156c4-661a-50e4-a2c4-359be0de23bf,index-entry/unit-045/main/011,urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,11,jixiaoduoxiangshi@极小多项式 (minimal polynomial),jixiaoduoxiangshi@polinomial minimal (minimal polynomial),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:34a5686f-71df-5d70-8e33-2724b975ef24,index-entry/unit-045/main/013,urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,13,Frobenius 定理,Teorema Frobenius,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:c541f4fc-e2d6-5615-95db-30dddfc35c57,index-entry/unit-045/main/014,urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,14,bayuanshu@八元数 (octonion),bayuanshu@oktonion (octonion),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:91deb9c1-e870-593a-9e6d-258c99a5b6cc,index-entry/unit-045/main/015,urn:uuid:861be988-2ce1-5dbb-99be-142eaab53df0,15,zhangliangji!代数,zhangliangji!aljabar,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e4b4873c-9816-5bc3-b509-c0994b222557,index-entry/unit-045/main/016,urn:uuid:861be988-2ce1-5dbb-99be-142eaab53df0,16,shuangmo,shuangmo,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a461ae2e-825d-5269-9200-e307054a1a08,index-entry/unit-045/main/017,urn:uuid:861be988-2ce1-5dbb-99be-142eaab53df0,17,jibianhuan,jibianhuan,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:6888f8c5-89ba-5f70-8c7a-d918d780ac83,index-entry/unit-045/main/018,urn:uuid:27ff280b-dc46-5896-a266-411ebdf92d06,18,mo!分次 (graded),mo!bergradasi (graded),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e1374e2b-2b1a-5943-9251-fc2ffad4f79a,index-entry/unit-045/main/019,urn:uuid:27ff280b-dc46-5896-a266-411ebdf92d06,19,daishu!分次 (graded),daishu!bergradasi (graded),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:30484e99-d1ae-520d-bb24-4173ee7c5c9d,index-entry/unit-045/main/020,urn:uuid:27ff280b-dc46-5896-a266-411ebdf92d06,20,qiciyuan@齐次元 (homogeneous element),qiciyuan@unsur homogen (homogeneous element),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:2e40c739-1419-52d1-8fbd-8a366b94e270,index-entry/unit-045/main/021,urn:uuid:27ff280b-dc46-5896-a266-411ebdf92d06,21,daishu!$\epsilon$-交换,daishu!$\epsilon$-komutatif,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:0aab7c74-cc33-596b-a58b-0f8447ca0572,index-entry/unit-045/main/022,urn:uuid:27ff280b-dc46-5896-a266-411ebdf92d06,22,bianjiegou!Koszul,bianjiegou!Koszul,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:193ab26d-c646-5e5c-87c0-08af1fa36f7f,index-entry/unit-045/main/023,urn:uuid:f089c23f-c614-586d-b351-988ed8ab6f39,23,duochongxianxingyingshe@多重线性映射 (multilinear map),duochongxianxingyingshe@Pemetaan multilinear (multilinear map),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:d47eacf2-4f53-5cdd-affa-209f4766fa59,index-entry/unit-045/main/025,urn:uuid:f089c23f-c614-586d-b351-988ed8ab6f39,25,zhangliangdaishu@张量代数 (tensor algebra),zhangliangdaishu@Aljabar tensor (tensor algebra),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a0550b6a-4b44-5e1c-8f34-02d91472d7ea,index-entry/unit-045/main/026,urn:uuid:f0019833-b716-5baa-aa29-ff1de49170f1,26,duichengdaishu@对称代数 (symmetric algebra),duichengdaishu@Aljabar simetris (symmetric algebra),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:859108c5-577e-5429-9c14-828a01849fba,index-entry/unit-045/main/027,urn:uuid:f0019833-b716-5baa-aa29-ff1de49170f1,27,waichengdaishu@外代数 (exterior algebra),waichengdaishu@Aljabar eksterior (exterior algebra),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:879fca70-c22b-58cb-88e2-7abab6d0ffda,index-entry/unit-045/main/030,urn:uuid:7be4f20f-ad88-58f3-ba2f-c8e3afa98161,30,Grassmann 簇 (Grassmannian),Varietas Grassmann (Grassmannian),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:7c925f06-7b49-5dd2-a065-751aacbc52ad,index-entry/unit-045/main/032,urn:uuid:7be4f20f-ad88-58f3-ba2f-c8e3afa98161,32,Plücker 嵌入,Pembenaman Plücker,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:41b5f0da-bcaa-541f-acc3-3d78da803f56,index-entry/unit-045/main/033,urn:uuid:7be4f20f-ad88-58f3-ba2f-c8e3afa98161,33,suobing@缩并 (contraction),suobing@Kontraksi (contraction),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:37dc79eb-58e1-5648-b89e-3400791cef6f,index-entry/unit-045/main/035,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,35,hanglieshi@行列式 (determinant),hanglieshi@Determinan (determinant),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:4480e6bd-3c05-5bdb-a765-8d00086276e6,index-entry/unit-045/main/037,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,37,ji-trace@迹 (trace),ji-trace@Teras (trace),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:410a2c65-83cd-5d70-b793-b9f83039970b,index-entry/unit-045/main/038,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,38,fanshu@范数 (norm),fanshu@norma (norm),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:dc3a0187-62b4-518d-9a42-35d1667ee6b6,index-entry/unit-045/main/041,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,41,ji-trace!迹型式 (trace form),ji-trace!Bentuk teras (trace form),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:794100ef-eabf-544d-afdd-ab3a75065584,index-entry/unit-045/main/042,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,42,panbieshi,panbieshi,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:b25db967-de48-50fb-901d-0188e9f81100,index-entry/unit-045/main/043,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,43,bayuanshu,bayuanshu,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:8b78c3af-4fbf-589f-8386-3c56ad4beba8,index-entry/unit-045/sym1/008,urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,8,$R[x]$,$R[x]$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:5c68666c-47c4-5aa5-a691-dceb4d639725,index-entry/unit-045/sym1/012,urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,12,$P_x$,$P_x$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:1a05928d-b8b7-5d0d-91fb-5a60d18cb1d1,index-entry/unit-045/sym1/024,urn:uuid:f089c23f-c614-586d-b351-988ed8ab6f39,24,"$T(M)$, $T^n(M)$","$T(M)$, $T^n(M)$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:1fa90b0e-ba64-57d9-a27e-01faed1858cf,index-entry/unit-045/sym1/028,urn:uuid:f0019833-b716-5baa-aa29-ff1de49170f1,28,"Sym(M)@$\Sym(M)$, $\Sym^n(M)$","Sym(M)@$\Sym(M)$, $\Sym^n(M)$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:b49db605-dff6-54eb-8665-8a3cc90a7759,index-entry/unit-045/sym1/029,urn:uuid:f0019833-b716-5baa-aa29-ff1de49170f1,29,"Lambda(M)@$\bigwedge(M)$, $\bigwedge^n(M)$","Lambda(M)@$\bigwedge(M)$, $\bigwedge^n(M)$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:968edeaa-89e2-56ca-ad29-2ed08fda1917,index-entry/unit-045/sym1/031,urn:uuid:7be4f20f-ad88-58f3-ba2f-c8e3afa98161,31,"G(k,V)@$\Gras(k,V)$","G(k,V)@$\Gras(k,V)$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a1311d7c-53c9-5a52-be0e-3c9973dd9f3e,index-entry/unit-045/sym1/034,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,34,det(phi)@$\det \varphi$,det(phi)@$\det \varphi$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:91ffa909-7846-5562-80db-65136a819ca6,index-entry/unit-045/sym1/036,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,36,Tr@$\Tr$,Tr@$\Tr$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:ffca06b1-2ff8-5edb-a51e-d24b220949ce,index-entry/unit-045/sym1/039,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,39,Tr,Tr,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:f3efe43e-411d-5387-ad7f-674afb87f320,index-entry/unit-045/sym1/040,urn:uuid:8c96c4d6-b629-599c-8fa4-c164a9c65546,40,Nm@$\Nm$,Nm@$\Nm$,latex-index-key,source_key_preserved_target_key_localized
